id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44033074,Lekker ettroms på Grunerløkka,86694970,Jeanett,,Grünerløkka,59.92428,10.75839,Entire home/apt,450,4,8,2020-10-18,0.54,1,0,2,
44042082,Charming studio appartment with balcony!,353038816,Sara Jeanine,,Sagene,59.94004,10.7603,Entire home/apt,850,7,5,2021-02-13,0.34,1,29,1,
44043797,Cozy camper  in Sandefjord  (Torp Airport),38014506,Vlado,,Sentrum,59.9114,10.75286,Entire home/apt,1100,1,1,2021-05-13,0.21,5,148,1,
44044037,"Newly refurbished, cosy design apartment",33411132,Magnus,,Sagene,59.93572,10.75187,Entire home/apt,1600,5,3,2020-11-17,0.21,1,0,1,
44046203,Super central apartment in trendy Grünerløkka,43531747,Martin Sorge,,Gamle Oslo,59.91723,10.76436,Entire home/apt,915,2,7,2021-09-27,0.48,1,2,2,
44048919,Unik designleilighet i hjertet av Oslo,26806903,Erik,,Grünerløkka,59.91925,10.75114,Entire home/apt,780,2,8,2021-08-15,0.54,1,0,3,
44051879,Møblert Rom leies ut i moderne leilighet,97585170,Ahmet,,St. Hanshaugen,59.92943,10.74743,Private room,270,3,5,2021-07-10,0.83,2,130,4,
44058976,Sentrumsnær moderne leilighet med stor balkong,110461897,Truls,,Grünerløkka,59.91905,10.79035,Entire home/apt,700,3,3,2020-09-04,0.21,1,0,0,
44069204,Grunerløkka + 48sq metres + 4th floor + balcony,79212719,Craig,,Grünerløkka,59.92016,10.76531,Entire home/apt,950,3,7,2021-09-20,0.48,1,0,4,
44079416,Romslig leilighet på beste Grünerløkka,14320163,Thomas,,Grünerløkka,59.92385,10.75998,Entire home/apt,700,5,0,,,1,0,0,
44081767,Cosy and family friendly house with garden,6354149,Lotte,,Vestre Aker,59.941,10.64776,Entire home/apt,1250,2,1,2021-07-24,0.43,1,126,1,
44085560,Koselig og sosial leilighet med solrik balkong,12400405,Martine,,Bjerke,59.93837,10.82426,Entire home/apt,900,4,7,2021-08-07,0.48,1,0,3,
44085705,Rom på 17kmv i moderne leil. på Grünerløkka,30103173,Stefan,,Grünerløkka,59.9274,10.76524,Private room,650,7,0,,,1,0,0,
44086083,Sentral loftsleilighet med balkong,13751254,Øivind,,Frogner,59.93062,10.72387,Entire home/apt,800,5,1,2020-07-23,0.07,1,0,0,
44087110,Romslig og solrik leilighet / hjem på Sagene,32027109,Marit,,Sagene,59.93841,10.75897,Entire home/apt,800,4,4,2021-08-30,0.30,1,1,3,
44092039,Private bedroom with bath/shower/balcony.,30352885,Steffen,,Sagene,59.94528,10.7692,Private room,600,1,0,,,2,87,0,
44092077,Nice flat in quiet area,15843007,Kristian,,Nordstrand,59.86755,10.82276,Entire home/apt,650,3,0,,,1,112,0,
44094001,Lovely apartment in central Oslo,176406590,Christian,,St. Hanshaugen,59.92256,10.74331,Entire home/apt,1229,2,7,2021-08-22,3.44,1,132,7,
44096824,Top floor St. Hanshaugen with amazing views,359364,Ina,,St. Hanshaugen,59.92582,10.74764,Entire home/apt,800,15,0,,,1,278,0,
44099356,Charming apartment in the heart of Torshov.,65616884,Jonathan,,Sagene,59.93263,10.76543,Entire home/apt,1000,2,16,2021-07-30,2.23,1,281,16,
44112189,"Cozy small place,  50 m from Bogstadveien",202335028,Camilla,,Frogner,59.92599,10.72579,Entire home/apt,503,2,5,2020-08-30,0.36,1,0,0,
44120061,Frogner: Bohemsk og sjarmerende toppleilighet,80439153,Carl,,Frogner,59.91607,10.72008,Entire home/apt,1500,6,0,,,1,89,0,
44126080,Oslo Panoramic - go greener!,41451827,Camilla,,Alna,59.91219,10.85736,Entire home/apt,950,2,9,2020-09-06,0.63,6,272,3,
44127701,Rent my life,18089740,Martine Helene,,Sagene,59.93547,10.75121,Entire home/apt,900,6,0,,,1,65,0,
44129238,Koselig leilighet sentralt på Skøyen,188071412,Cecilie,,Ullern,59.92454,10.68014,Entire home/apt,750,2,3,2020-08-28,0.21,1,324,0,
44167665,Lovely appt close to Oslo and recreational areas,11288526,Maria,,Nordre Aker,59.9673,10.77193,Entire home/apt,507,3,4,2021-08-20,0.33,1,14,4,
44190900,"Private, cozy room close to city center",250650053,Atle Halvorsen,,Gamle Oslo,59.90311,10.79212,Private room,400,1,3,2020-08-22,0.21,1,13,0,
44200878,Nyoppusset leilighet mitt i Bogstadveien,346871970,Elisabeth,,Frogner,59.92448,10.72588,Entire home/apt,618,6,6,2021-08-19,0.42,1,16,4,
44208624,Design apartment with panoramic sea view downtown,242251057,Øystein,,Gamle Oslo,59.90142,10.75179,Entire home/apt,989,2,7,2021-09-06,0.49,1,40,5,
44242183,Toppmoderne stor leilighet med kort vei til alt,61202660,Catharina,,Grünerløkka,59.92751,10.77745,Entire home/apt,771,4,1,2021-07-30,0.48,1,0,1,
44243646,City centre townhouse with unique history and soul,167810837,Baard,,Frogner,59.92419,10.73166,Entire home/apt,1569,1,6,2020-08-27,0.43,1,0,0,
44260946,Beautiful home by the botanical garden in Oslo,356722034,Mia,,Grünerløkka,59.91736,10.7671,Entire home/apt,1086,1,0,,,1,304,0,
44261381,Cozy apartment in the heart of Torshov,37874869,Johanne,,Sagene,59.9369,10.76404,Entire home/apt,696,2,8,2021-08-08,0.55,1,0,5,
44290817,Sjarmerende leilighet på Tonsenhagen,225335098,Anne Line,,Bjerke,59.95163,10.82247,Entire home/apt,1000,1,7,2020-10-11,0.49,1,0,2,
44297173,Nice rooftop appartment with perfect location!,145454147,Trude,,St. Hanshaugen,59.92695,10.74356,Entire home/apt,1063,14,6,2020-08-30,0.42,1,43,4,
44303773,Koselig hjem i hjertet av Oslo m/gratis parkering,273496175,Marie,,Gamle Oslo,59.91168,10.76511,Entire home/apt,1076,4,9,2021-06-13,1.64,1,28,6,
44311055,Private 4-bedded studio apartment with kitchenette,3869297,Booking,,Grünerløkka,59.92645,10.76595,Entire home/apt,777,3,4,2021-07-25,0.30,10,343,3,
44330116,Bedre enn hotell på beste Grünerløkka!,357222960,Marianne,,Grünerløkka,59.92872,10.75689,Entire home/apt,757,1,6,2020-08-08,0.42,1,266,3,
44333262,Et hyggelig krypinn,204556151,Kathrine,,Østensjø,59.86965,10.83556,Entire home/apt,750,1,6,2020-11-06,0.42,1,260,4,
44376887,Leilighet i rolig område på Bjerke,83403299,Trond-Einar,,Bjerke,59.93907,10.81793,Entire home/apt,800,1,1,2021-08-27,0.86,1,271,1,
44397666,Leilighet på herlige Fredensborg,30567138,Cicilie,,St. Hanshaugen,59.92116,10.74901,Entire home/apt,1200,2,5,2020-11-05,0.35,1,31,1,
44403451,Nice penthouse apartment for rent with parking.,299576756,Mohammad,,Vestre Aker,59.94814,10.70429,Private room,2029,1,0,,,3,89,0,
44405862,Oslo- short/Long term rental/ Korttidsutleie-,299576756,Mohammad,,Vestre Aker,59.94989,10.70505,Private room,2029,1,1,2020-09-02,0.08,3,89,0,
44415921,Luxuriously refurbished appartment in Grünerløkka.,3636055,Marcus,,Sagene,59.9332,10.76029,Entire home/apt,1000,14,3,2021-07-31,0.22,1,149,1,
44425565,Modern apartment in cozy Grünerløkka,60790760,Elisabeth,,Sagene,59.92965,10.75995,Entire home/apt,900,3,3,2021-07-18,1.41,1,0,2,
44442635,Tonsenhagen- Rolig område nære skogen og sentrum,359000089,Heidi,,Bjerke,59.95014,10.82589,Entire home/apt,800,2,3,2021-09-19,0.38,1,224,3,
44452391,"Spacious apartment,at beautiful Skillebekk/Frogner",67702849,Mina Myriam,,Frogner,59.91048,10.70625,Entire home/apt,1100,3,4,2021-07-20,1.45,1,32,4,
44458627,Exclusive penthouse with terrace near Aker Brygge,331733808,Mike,,Frogner,59.91385,10.72332,Entire home/apt,2571,2,5,2020-10-18,0.39,1,195,4,
44475966,"Cozy apartment, close to city center",110744814,Hanne,,Grünerløkka,59.92346,10.75552,Entire home/apt,1193,1,18,2021-04-05,1.34,2,128,15,
44511150,"Barnevennlig, gratis parkering og adgang stor hage",27654913,Hanne,,Grünerløkka,59.91872,10.78531,Entire home/apt,1300,1,15,2021-08-23,1.13,1,353,12,
44513986,"Calm apartment, top floor - 15 min to city center",47098578,Håkon Jarvis,,Sagene,59.94222,10.76276,Entire home/apt,900,2,12,2021-07-26,0.94,1,0,9,
44514620,Renting room in wonderful appartment Central Oslo,66148790,Jamshid,,Sagene,59.93548,10.75527,Private room,450,1,8,2021-09-18,8,1,361,6,
44524447,Room in the middle of Grünerløkka,2973832,Ida,,Grünerløkka,59.92413,10.76135,Private room,300,3,0,,,1,0,0,
44525524,Perfekt lokation in St Hanshaugen,95850723,Noah,,St. Hanshaugen,59.92795,10.73842,Entire home/apt,15000,1,0,,,1,180,0,
44571152,Stylish apartment close to Frognerparken,75730720,Nicholas,,Frogner,59.9313,10.70765,Entire home/apt,750,2,2,2020-08-20,0.15,1,0,0,
44572992,"Veldig hyggelig leilighet, rolig og sentralt",272755234,Alberto,,Grünerløkka,59.92191,10.79131,Entire home/apt,1200,2,3,2021-01-03,0.23,1,58,1,
44575268,Nydelig leilighet i hjertet av Grunerløkka,157940931,Magnus,,Grünerløkka,59.92109,10.77116,Entire home/apt,563,1,2,2020-08-20,0.36,1,2,1,
44584978,Sentralt og landlig.,78112923,Lisbet,,Ullern,59.91785,10.64419,Entire home/apt,520,2,1,2021-04-16,0.18,2,0,1,
44586706,Toppleilighet med egen takterasse!,198010968,Anniken,,Gamle Oslo,59.90309,10.78748,Entire home/apt,700,10,1,2021-07-02,0.33,1,342,1,
44601925,Single Apartment with kitchenette in Oslo,3869297,Booking,,Grünerløkka,59.92647,10.76596,Entire home/apt,451,7,5,2021-07-18,0.38,10,325,3,
44608385,Comfy one bed apartment in central Oslo,79510441,Anas,,Grünerløkka,59.93431,10.78093,Entire home/apt,950,2,0,,,1,0,0,
44637093,Cozy apartment in the best part of Oslo - Frogner,43567976,Katrina,,Frogner,59.91839,10.6988,Entire home/apt,1200,3,0,,,1,363,0,
44660520,Modern 2 bedrooms apartment in Tjuholmen,307218347,Mads,,Frogner,59.90972,10.72417,Entire home/apt,1385,900,4,2021-05-31,0.31,1,365,3,
44663739,Ettroms i privat hus med egen inngang,54497176,Marit,,Nordre Aker,59.96841,10.77813,Entire home/apt,517,2,4,2020-08-25,0.31,1,0,0,
44699318,Cozy appartment close to Grünerløkka,17541051,Magnus,,Grünerløkka,59.92461,10.77797,Entire home/apt,1200,3,0,,,1,107,0,
44702101,Entire flat in Oslo (cozy),328478301,Alexandra,,Nordre Aker,59.96349,10.76423,Entire home/apt,700,2,14,2021-07-23,1.18,2,0,14,
44733798,Tre etasjers leilighet med terrasse og garasje,12095498,Karl,,Sagene,59.93731,10.7723,Entire home/apt,1650,3,3,2021-07-14,1.07,1,0,3,
44840739,110 sqm modern apartment in great location.,11302789,Johan,,Frogner,59.92989,10.7185,Entire home/apt,1100,10,0,,,1,88,0,
44887328,Lys og moderne leilighet på Kampen/Ensjø,140417303,Marius,,Gamle Oslo,59.91201,10.78629,Entire home/apt,800,3,0,,,1,0,0,
44998383,Spacious classic apartment Oslo St.Hanshaugen,363144519,Adrian,,St. Hanshaugen,59.92525,10.74353,Entire home/apt,900,4,4,2021-08-01,0.31,1,0,2,
45006858,3 roms leilighet,363263653,Prapa,,Alna,59.94861,10.90038,Entire home/apt,900,30,0,,,1,365,0,
45010938,Moderne delikat leilighet nær Ullevål Hageby,93605841,Hege,,Nordre Aker,59.94567,10.73953,Entire home/apt,1000,5,5,2021-07-08,0.41,1,158,4,
45023199,Sentral leilighet i Oslo - renovert,70971662,Christina,,St. Hanshaugen,59.92757,10.74684,Entire home/apt,1000,10,1,2020-10-02,0.08,1,0,1,
45055561,Nice apartment in Oslo. 7 min commute to downtown,363516761,Sebastian,,Søndre Nordstrand,59.84269,10.80739,Entire home/apt,1150,2,8,2021-01-07,0.66,1,0,7,
45061303,Mini-Apartment by the Royal Castle,20463540,Jessica,,Frogner,59.91507,10.71595,Private room,650,1,1,2020-08-27,0.08,1,0,0,
45082817,OSLO SENTRUM/DOWNTOWN- Nærhet til alt i Oslo,62749551,Zachary,,St. Hanshaugen,59.91742,10.74743,Entire home/apt,1489,3,3,2021-08-18,1.32,1,346,3,
45088841,"Modern flat in the Center of Oslo, no cleaning fee",36548885,Aina,,Gamle Oslo,59.91081,10.7682,Private room,850,1,0,,,3,364,0,
45096026,Apartment with balcony and great view.,99195780,Jan-Øyvind,,Nordre Aker,59.96618,10.79524,Entire home/apt,1200,2,0,,,1,96,0,
45096498,Fint rom med god seng og hyggelig stue,134376581,Deni,,Grünerløkka,59.9263,10.77265,Shared room,600,1,0,,,1,0,0,
45107783,Trendy City Studio in historic building,87915077,Liv Zeinab,,Sentrum,59.90962,10.74546,Entire home/apt,820,2,0,,,1,0,0,
45108408,Calm and Classy at Bygdøy Allé,196296978,Thomas Christopher,,Frogner,59.91717,10.70974,Entire home/apt,1200,1,12,2021-09-25,0.92,1,1,11,
45119053,Hjemløs student se her!,154970263,Iben Indianna,,Gamle Oslo,59.90602,10.78053,Entire home/apt,100,1,0,,,1,0,0,
45130173,Exclusive penthouse room w/terrace by Aker Brygge,364455987,Inger,,Frogner,59.91333,10.72195,Private room,986,1,1,2020-08-29,0.08,1,149,0,
45141460,Cozy apartment in the beautiful Sagene district,87255515,Ac,,Sagene,59.94466,10.75953,Entire home/apt,500,4,13,2021-08-22,1.00,5,80,11,
45166660,Unique townhouse in Grünerløkka,23366727,Christian,,Grünerløkka,59.92383,10.76914,Entire home/apt,980,2,0,,,2,162,0,
45173430,Smart studio apt near Royal Castle!*,160848005,Torben & Klaus,,Frogner,59.91579,10.70821,Entire home/apt,703,3,2,2020-10-31,0.16,12,317,1,
45178404,Påfuglen,86544585,Kawa,,Søndre Nordstrand,59.83343,10.80336,Entire home/apt,850,2,4,2020-12-10,0.63,1,328,4,
45184884,Cozy apartment to share,328478301,Alexandra,,Nordre Aker,59.96507,10.76376,Private room,479,1,1,2020-09-25,0.08,2,333,0,
45188493,Lover's Campervan: Drive-Cook-Sleep All-in-one,29925654,Ti,,Sagene,59.94381,10.7782,Entire home/apt,800,3,0,,,1,160,0,
45199429,"2-roms Grunerløkka, v/Botaniske Hage",24523509,Andreas,,Grünerløkka,59.9216,10.77061,Entire home/apt,700,2,0,,,1,0,0,
45201941,Sentral og rolig leilighet ved St. Hanshaugen,110047636,Scott,,St. Hanshaugen,59.92032,10.74706,Entire home/apt,1050,7,9,2021-06-25,0.70,1,170,7,
45212530,"Sentral, grønn leilighet - nær byen, bad og marka",78636131,Anna,,Nordstrand,59.87023,10.794,Entire home/apt,1500,3,0,,,1,39,0,
45217091,Nice apartment for Short/Long term.,299576756,Mohammad,,Frogner,59.92489,10.72555,Entire home/apt,1396,2,5,2021-07-01,0.38,3,82,3,
45230478,Oslo // Downtown leilighet,13011467,Bibbi,,Gamle Oslo,59.90322,10.7661,Private room,686,2,11,2021-09-04,0.91,1,0,10,
45232656,Peaceful place at new apartment,330135032,Fatos,,Gamle Oslo,59.91681,10.78785,Private room,1000,1,0,,,1,180,0,
45256191,Korttidsleie: Nyere 3-roms toppleilighet i Nydalen,19637981,Silje Marie,,Nordre Aker,59.94935,10.76431,Entire home/apt,1100,14,0,,,1,0,0,
45262909,Koselig leilighet i sentrale og naturnære Nydalen,262138570,Ane,,Nordre Aker,59.95098,10.76894,Entire home/apt,600,1,2,2020-10-25,0.17,1,333,2,
45266667,Urban Apartments St Hanshaugen Studio 304,233933220,Urban,,St. Hanshaugen,59.92018,10.74102,Entire home/apt,569,3,8,2021-08-25,0.70,74,294,8,
45267276,"Central, nice and cozy apartment",153268748,Martin,,Frogner,59.91414,10.72258,Entire home/apt,789,5,25,2021-08-29,1.99,3,65,23,
45268537,Villa Olsenlund,175322840,Mikkel Are,,Frogner,59.90225,10.67225,Entire home/apt,5000,4,0,,,2,0,0,
45288649,Fin leilighet rett ved buss og t-bane,71024635,Jostein,,Grorud,59.96322,10.8817,Entire home/apt,600,1,7,2020-11-07,0.62,1,0,7,
45294895,"LOFT in middle of Oslo, with Two Private Room.",366064975,Amanda,,St. Hanshaugen,59.92135,10.73708,Private room,1000,1,1,2021-08-09,0.57,1,79,1,
45296258,"Modern, full equipped 3 rooms apartm. with parking",366077511,Tomas,,Østensjø,59.90264,10.826,Entire home/apt,936,2,12,2021-01-02,0.98,1,309,10,
45298536,Oslo Panoramic - go greenest!,41451827,Camilla,,Østensjø,59.91156,10.85626,Entire home/apt,1700,4,2,2021-08-07,0.36,6,272,2,
45313102,Cozy apartment in the heart of Oslo,18058707,Christopher,,Sagene,59.93014,10.75255,Entire home/apt,550,3,3,2021-08-27,0.25,1,0,3,
45321949,Central and good standard one room apartment.,17656230,Simen Andreas,,Gamle Oslo,59.90278,10.77386,Entire home/apt,500,30,1,2020-11-14,0.09,1,128,1,
45337382,Urban Apartments St Hanshaugen Studio 404,233933220,Urban,,St. Hanshaugen,59.91874,10.74242,Entire home/apt,569,3,3,2021-09-01,0.27,74,327,3,
45338361,Urban Apartments St Hanshaugen Studio 302,233933220,Urban,,St. Hanshaugen,59.92071,10.74242,Entire home/apt,629,3,18,2021-07-28,2.44,74,300,18,
45338724,Urban Apartments St Hanshaugen Studio 402,233933220,Urban,,St. Hanshaugen,59.91929,10.74326,Entire home/apt,629,3,6,2021-07-19,0.71,74,308,6,
45339059,Urban Apartments St Hanshaugen Studio 301,233933220,Urban,,St. Hanshaugen,59.91884,10.74258,Entire home/apt,549,3,6,2021-06-05,0.53,74,336,6,
45339269,Urban Apartments St Hanshaugen Studio 401,233933220,Urban,,St. Hanshaugen,59.91908,10.7411,Entire home/apt,549,3,7,2021-09-12,0.74,74,327,7,
45339531,Urban Apartments St Hanshaugen Studio 305,233933220,Urban,,St. Hanshaugen,59.91859,10.74146,Entire home/apt,499,3,21,2021-09-20,1.77,74,316,21,
45339712,Urban Apartments St Hanshaugen Studio 405,233933220,Urban,,St. Hanshaugen,59.92024,10.74333,Entire home/apt,499,3,6,2021-05-29,0.52,74,304,6,
45339838,Private studio for two w/ kitchenette & bathroom,3869297,Booking,,Grünerløkka,59.92698,10.7661,Entire home/apt,550,5,2,2021-07-26,0.42,10,273,2,
45339891,Urban Apartments St Hanshaugen Studio 303,233933220,Urban,,St. Hanshaugen,59.91874,10.74269,Entire home/apt,549,3,4,2020-11-14,0.54,74,284,4,
45339990,Urban Apartments St Hanshaugen Studio 403,233933220,Urban,,St. Hanshaugen,59.92087,10.74346,Entire home/apt,549,3,17,2021-09-13,1.67,74,312,17,
45340258,Nydelig hybel i Holmenkollen leies ut kort/langtid,181777596,Therese,,Marka,59.97002,10.66937,Entire home/apt,500,2,2,2020-10-17,0.16,1,271,1,
45341147,Urban Apartments St Hanshaugen Studio 306,233933220,Urban,,St. Hanshaugen,59.92079,10.74333,Entire home/apt,499,3,20,2021-09-23,1.80,74,313,20,
45341376,Urban Apartments St Hanshaugen Studio 406,233933220,Urban,,St. Hanshaugen,59.92065,10.74332,Entire home/apt,499,3,23,2021-09-26,2.10,74,332,23,
45342939,Urban Apartments St Hanshaugen Studio 307,233933220,Urban,,St. Hanshaugen,59.91871,10.74275,Entire home/apt,549,3,4,2021-07-07,0.37,74,282,4,
45343033,Urban Apartments St Hanshaugen Studio 407,233933220,Urban,,St. Hanshaugen,59.9188,10.74262,Entire home/apt,549,3,10,2021-09-04,1.34,74,344,10,
45343184,Urban Apartments St Hanshaugen Studio 408,233933220,Urban,,St. Hanshaugen,59.92092,10.74335,Entire home/apt,549,3,12,2021-06-15,2.69,74,288,12,
45358906,Enjoy amazing views over Oslo,22704670,Kirsti,,Grünerløkka,59.93241,10.78343,Entire home/apt,1000,2,0,,,1,0,0,
45377026,"Smart, modern apt in central quiet neighbourhood*!",160848005,Torben & Klaus,,Frogner,59.92537,10.72832,Entire home/apt,750,4,2,2021-09-11,1.62,12,0,2,
45381146,Stylish apartment in Torshov,17419393,Dan,,Sagene,59.93661,10.76802,Entire home/apt,1250,2,3,2021-08-01,0.25,1,0,3,
45391671,Wonderful apartment in the middle of Oslo,367043763,Ola Hatling,,Frogner,59.92609,10.72364,Entire home/apt,765,1,2,2020-12-13,0.18,1,56,2,
45418997,OSLO CITY APARTMENT 2 BEDROOMS BALCONY: LS2,74318681,Tjuvholmen,,Frogner,59.90751,10.72208,Entire home/apt,999,1,1,2020-10-02,0.08,8,0,1,
45421055,"Unique 2 bedroom loft apartment, Central Old Town",4199455,Ida Cathrine,,Gamle Oslo,59.90847,10.77106,Entire home/apt,1050,10,0,,,1,0,0,
45428201,Urban Apartments St Hanshaugen Studio 308,233933220,Urban,,St. Hanshaugen,59.92067,10.74204,Entire home/apt,549,3,8,2021-08-22,1.09,74,316,8,
45429944,Urban Apartments St Hanshaugen Studio 501,233933220,Urban,,St. Hanshaugen,59.92019,10.74132,Entire home/apt,581,3,0,,,74,183,0,
45430349,Urban Apartments St Hanshaugen Studio 502,233933220,Urban,,St. Hanshaugen,59.91879,10.74154,Entire home/apt,549,3,16,2021-08-10,2.32,74,324,16,
45431310,Urban Apartments St Hanshaugen Studio 503,233933220,Urban,,St. Hanshaugen,59.91889,10.74149,Entire home/apt,549,3,10,2021-08-28,1.30,74,298,10,
45431462,Urban Apartments St Hanshaugen Studio 504,233933220,Urban,,St. Hanshaugen,59.92051,10.74152,Entire home/apt,549,3,21,2021-09-08,4.04,74,317,21,
45431581,Urban Apartments St Hanshaugen1-bedroom 505,233933220,Urban,,St. Hanshaugen,59.92078,10.74256,Entire home/apt,569,3,8,2021-09-12,1.26,74,333,8,
45433001,Urban apartment on Grünerløkka (50 sqm),56327128,Jostein,,Grünerløkka,59.92076,10.75599,Entire home/apt,950,6,10,2021-07-19,1.02,1,207,10,
45439325,Apartment with two bedrooms,268594950,Marit,,Sagene,59.93424,10.75262,Private room,450,1,1,2020-11-10,0.09,1,0,1,
45476615,Frogner House Apartments - Arbins gate 3,311107966,Frogner House Apartments,,Sentrum,59.91488,10.72681,Hotel room,0,1,20,2021-09-19,0.93,1,0,3,
45511477,Moderne 2-roms leilighet midt i sentrum,88663042,Dan,,Frogner,59.92182,10.72905,Entire home/apt,850,30,2,2020-09-27,0.18,2,0,1,
45512351,Moderne 1-roms leilighet midt i sentrum,88663042,Dan,,Frogner,59.92161,10.73004,Entire home/apt,650,2,2,2020-11-30,0.16,2,0,1,
45530060,Taste of Norwegian Cottage in Oslo,7575904,Mats,,Nordre Aker,59.95553,10.75948,Entire home/apt,960,30,3,2021-07-31,0.25,1,268,3,
45543473,Majorstuen,368738993,Henrik,,Frogner,59.92831,10.72373,Entire home/apt,995,1,0,,,1,0,0,
45588628,"Sentral, men tilbaketrukket leil. med balkong&peis",222402227,Iselin,,Gamle Oslo,59.90119,10.77321,Entire home/apt,715,5,4,2020-11-16,0.33,1,0,4,
45618609,Sentralt rom/hybel med kokemuligheter /turmuligh.,140082703,Reidun Marina,,Østensjø,59.90612,10.81277,Private room,415,2,12,2021-09-18,1.26,1,27,12,
45618855,3 roms leilighet på Ensjø Torg,13252196,Øyvind,,Gamle Oslo,59.91474,10.79008,Entire home/apt,1600,4,0,,,1,0,0,
45627427,"2-roms på Tøyen,  gåavstand til sentrum",56039377,Angelica,,Gamle Oslo,59.90967,10.7743,Entire home/apt,600,5,2,2021-08-22,1.28,1,0,2,
45627957,"Beautiful, spacious apartment close to city centre",133214702,Gina,,Gamle Oslo,59.90652,10.7808,Entire home/apt,800,4,6,2021-09-11,0.59,1,62,6,
45635741,Velkommen hjem til Pilestredet Park,277899217,Ådne,,St. Hanshaugen,59.91991,10.74029,Entire home/apt,1643,5,0,,,1,324,0,
45668567,"Luksuriøst og sentralt i Oslo, med hjemmekontor",15221575,Petter,,Grünerløkka,59.9253,10.7664,Private room,700,1,4,2021-09-26,4,1,85,4,
45688021,"Very central, cosy 2 bedroom apartment",23327532,Mette,,Gamle Oslo,59.91242,10.76299,Entire home/apt,900,2,1,2020-12-25,0.11,1,0,1,
45703043,Luxury Apartment in Oslo’s most beautiful place!,53285900,Anne-Cathrine,,Frogner,59.91061,10.71242,Entire home/apt,3001,1,0,,,1,90,0,
45704899,"Super central, nice and cozy apartment",153268748,Martin,,Frogner,59.91546,10.7213,Entire home/apt,864,1,62,2021-09-17,5.24,3,1,62,
45708386,29sqm basic apartment 25min from city centre,106581949,Nils B. Løchen,,Østensjø,59.87555,10.84253,Entire home/apt,304,3,5,2021-01-25,0.46,1,0,5,
45709931,Nice penthouse flat in Majorstuen,44803356,Ole,,Frogner,59.92607,10.7215,Entire home/apt,1050,5,2,2021-09-18,0.51,1,71,2,
45731725,Attraktiv leilighet sentralt i Oslo m/parkering,302065702,Anne,,Nordre Aker,59.94996,10.77542,Entire home/apt,1657,2,6,2021-08-15,0.52,1,154,6,
45791177,"Private room, close to Lysaker",371233052,Birgitte,,Ullern,59.92004,10.63681,Private room,779,2,1,2021-08-15,0.64,1,87,1,
45791637,Central Top-Floor Apartment With Rooftop Terrace,23643310,Josephine,,Frogner,59.92013,10.73365,Entire home/apt,1300,3,9,2021-07-29,1.26,2,60,9,
45811686,Moderne og sentral leilighet med alle fasiliteter,92796275,Christoffer Narten,,Sagene,59.94363,10.77789,Entire home/apt,1057,2,0,,,1,350,0,
45821774,Unique sea view apartment near city center,65190956,Christina,,Nordstrand,59.8831,10.77129,Entire home/apt,599,3,1,2020-11-22,0.10,1,0,1,
45836954,Frogner Apartment,153268748,Martin,,Frogner,59.91503,10.72278,Entire home/apt,774,2,21,2021-08-09,1.89,3,0,21,
45852129,Frogner House Apartments - Helgesens gate 1,330354531,Frogner House Apartments,,Grünerløkka,59.9245,10.75568,Hotel room,0,1,14,2020-09-28,0.73,1,0,0,
45853182,Studio Apartment For Four/close to Central Station,342044253,Forenom APT,,Sentrum,59.91148,10.74446,Entire home/apt,1495,3,0,,,6,0,0,
45863451,Penthouse. By Royal Castle. Elevator and Terrace.,11858935,Cecilie & Eivind,,Frogner,59.92166,10.72801,Entire home/apt,1969,3,18,2021-09-26,1.94,2,324,18,
45870567,Leilighet sentralt i Oslo - nær alt!,109178294,Kim,,Grünerløkka,59.92691,10.77324,Entire home/apt,600,10,1,2020-11-08,0.09,1,0,1,
45880838,Casa Tariq,111826505,Annette,,Frogner,59.92265,10.72942,Entire home/apt,703,2,15,2021-09-26,1.37,1,122,15,
45893006,Cozy apartment in the heart of Oslo,242683484,Annie,,Frogner,59.92354,10.72374,Entire home/apt,599,2,0,,,1,0,0,
45902814,Newly refurbished apartment by the sea/city center,335429840,Domenico Livio,,Ullern,59.91915,10.66536,Private room,400,1,0,,,1,87,0,
45907595,Colourful place -best location -Oslo - Grünerløkka,9645575,Margrethe,,Grünerløkka,59.92824,10.7605,Entire home/apt,1050,2,1,2020-11-22,0.10,3,0,1,
45921124,"Amazing view, peaceful room for rent",24152273,John,,Vestre Aker,59.97274,10.64614,Private room,500,2,6,2021-07-30,0.60,3,213,6,
45934898,Studio flat,17413881,Vaida,,Grorud,59.95885,10.86991,Entire home/apt,500,2,1,2020-12-30,0.11,1,242,1,
45946381,CityCenter Loft - 5 min Walk From Central Station,372303678,Rune,,Sentrum,59.91086,10.74704,Entire home/apt,925,2,16,2021-07-09,3.14,1,45,16,
45949977,Moderne 2-roms nær Ekebergparken og trikkestopp,153469174,Christer,,Nordstrand,59.8864,10.77417,Entire home/apt,454,1,3,2020-10-31,0.26,1,1,3,
45953608,"125 kvm, 3 bedrooms, 7 beds, 2 bathrooms in Oslo",359381900,Fredrik,,Frogner,59.91252,10.71468,Entire home/apt,2290,3,2,2021-09-20,0.98,1,68,2,
