id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42932,"Charming apartment, Oslo Center, Ro",187463,Cecilie,,Frogner,59.91201,10.72455,Entire home/apt,1999,3,38,2019-06-19,0.73,2,349,0,
69964,Lovely flat in Oslo city centre,175633,Kris,,Sagene,59.94059,10.77397,Entire home/apt,889,28,9,2012-08-10,1.28,1,336,2,
71725,Central big room - ap with balcony,368229,Reidun,,Gamle Oslo,59.90795,10.77987,Private room,507,4,49,2019-11-09,0.50,1,290,0,
85902,"Stylish design apt, east. Close to train station",250159,Melissa,,Gamle Oslo,59.91074,10.77232,Entire home/apt,821,5,63,2019-09-28,1.24,2,0,0,
92103,Trendy Urban Downtown Oslo.,496205,Dorte,,Grünerløkka,59.91818,10.75521,Entire home/apt,1281,3,20,2013-08-03,0.16,1,303,0,
94158,Beautiful 3 bedroom penthouse,503528,Katrine,,Gamle Oslo,59.90703,10.78589,Entire home/apt,750,4,140,2017-08-31,1.66,1,0,5,
123041,"Cozy room in design apartment, central east side",250159,Melissa,,Gamle Oslo,59.91253,10.77205,Private room,364,4,230,2017-12-03,2.73,2,0,0,
149776,Bird's nest in the heart of Oslo,714768,Henrik,,St. Hanshaugen,59.92398,10.74787,Private room,659,5,41,2019-07-04,0.36,2,273,3,
174372,New spacious central 2BR w/terrace,114189,Christina,,Sagene,59.93024,10.75964,Entire home/apt,13934,100,36,2014-06-18,0.31,1,365,0,
213320,"★ _By Oslo central station,  for up to 5 people",374009,Jan,,Gamle Oslo,59.91121,10.76367,Entire home/apt,1020,1,237,2019-08-26,2.32,6,101,4,
256459,Waterfront suite 12 min from centre,1347737,Kåre & Truls,,Nordstrand,59.84704,10.7778,Entire home/apt,790,1,260,2019-12-29,2.56,3,361,6,
275790,"Peaceful, central with balcony.",793479,Espen,,Sagene,59.93061,10.75375,Entire home/apt,680,14,10,2019-08-03,0.08,1,228,0,
284644,Central Room perfect for Solo Traveler,1324869,Bente,,Gamle Oslo,59.91826,10.76147,Private room,500,3,100,2019-11-04,1.35,1,0,4,
301719,Cheap room by Oslo Central Station,374009,Jan,,Gamle Oslo,59.91051,10.76523,Private room,2336,1,68,2016-06-25,0.64,6,14,0,
386879,OSLO'S NICEST APARTMENT WITH ROOF TERRACE,1935720,Ida,,St. Hanshaugen,59.92223,10.74946,Entire home/apt,654,7,47,2018-01-10,0.88,1,272,0,
397657,Charming apartment in central Oslo,1986686,Hanne,,Grünerløkka,59.92634,10.75088,Entire home/apt,650,2,18,2018-07-15,0.46,1,0,0,
405953,Wonderful central loft apartment,2023264,Marius,,Grünerløkka,59.92009,10.76796,Entire home/apt,5000,3,8,2019-07-31,0.24,1,137,0,
413431,"Trendy & super central, Grünerløkka",2056354,Audhild,,Grünerløkka,59.92648,10.76255,Entire home/apt,750,5,6,2012-08-01,0.05,1,182,0,
500008,"10 min to Oslo Central Station, Garden Fjord view",2381047,Volkolas,,Nordstrand,59.88523,10.76879,Entire home/apt,808,2,106,2019-03-29,0.97,1,0,0,
536417,Unique loft in the heart of Oslo,226563,Rolf Arne,,Grünerløkka,59.92389,10.75761,Private room,1500,20,11,2014-10-20,0.15,1,0,0,
567731,"Lovely loft central, near metro and uni",2793327,Rein,,Vestre Aker,59.9373,10.69927,Private room,486,2,111,2018-04-22,1.16,1,0,0,
580690,A home with a view,2857446,Mailen,,Nordstrand,59.88321,10.78977,Entire home/apt,1500,3,1,2017-07-20,0.02,1,0,0,
588353,A place to call home :),210068,Trude Rebekka,,Grünerløkka,59.92366,10.7692,Entire home/apt,750,2,546,2020-02-07,5.32,4,41,6,
590834,"Nice apartment, close to tram, bus and train",2914938,Bent,,Nordre Aker,59.96531,10.77889,Entire home/apt,590,7,8,2018-10-01,0.07,1,194,0,
613873,Loft in a stable,1272535,Elin,,Grünerløkka,59.92132,10.75942,Entire home/apt,1307,1,16,2020-02-23,0.16,1,356,1,
634884,"Central, Clean, Chic, Cozy & WIFI",3162475,Merete,,Gamle Oslo,59.91459,10.76344,Private room,645,1,276,2019-08-07,2.59,2,0,0,
664642,Spacious 4 bedroom (5/6 beds) flat in central Oslo,1875826,David,,St. Hanshaugen,59.92522,10.74114,Entire home/apt,935,2,182,2019-08-12,1.93,2,337,11,
688070,Oslo City - I ONLY ACCEPT WOMEN!,3512619,Marita H,,Frogner,59.92616,10.72386,Private room,499,2,158,2020-01-02,3.46,1,272,1,
760266,In the heart of the city,3996622,Per Martin,,Gamle Oslo,59.912159,10.760248,Private room,400,2,614,2019-10-15,6.25,1,79,7,
761018,Lovely bedroom in beautiful area.,4011871,Mona Johanne,,Frogner,59.91755,10.71428,Private room,315,1,860,2020-03-04,8.26,1,315,18,
773722,Oslo City Apt in the heart of Oslo,1386261,Gangadai,,Gamle Oslo,59.91318,10.76433,Entire home/apt,2536,1,42,2019-09-22,0.62,3,303,0,
789864,"""Heart of Oslo"" by the Opera House.",3854740,Torbjørn Uhre A/S,,Gamle Oslo,59.90704,10.75752,Entire home/apt,634,60,24,2018-03-01,0.24,1,92,1,
869173,Bright 70 m2 flat with a great view,4578764,Tove,,St. Hanshaugen,59.92017,10.74694,Entire home/apt,963,2,5,2017-05-30,0.06,1,256,0,
917797,Exclusive Frogner Park Villa - Two Bedroom Unit,4922112,Eric Christian King,,Frogner,59.92317,10.70663,Entire home/apt,1200,14,3,2019-08-20,0.03,4,267,0,
927847,Fresh 2 bedroom CONDO near OPERA beachfront,4580330,Ole,,Gamle Oslo,59.90284,10.75474,Entire home/apt,2328,2,67,2020-02-02,0.92,2,174,13,
977648,SEAFRONT MODERN LUXURY IN OSLO!,1933196,Nils,,Frogner,59.90625,10.7187,Entire home/apt,1783,2,213,2021-09-20,2.21,1,345,11,
981888,Beautiful room located at Majorstua,5377617,Stian,,Frogner,59.93164,10.71511,Private room,500,2,7,2014-01-04,0.07,2,364,0,
1010214,Spacious room in Grunnerløkka! Long term preferred,2202709,Sangeeta,,Grünerløkka,59.91995,10.76007,Private room,1167,1,75,2018-11-25,0.98,1,257,1,
1036219,Oslo City Center - ENTIRE APARTMENT,5703901,John Richard And Hilde,,St. Hanshaugen,59.91905,10.74988,Entire home/apt,2161,1,36,2019-09-03,0.54,2,291,0,
1083432,Kidsfriendly and very central,5956740,Mari + David,,Frogner,59.91452,10.72605,Entire home/apt,1485,3,64,2021-07-19,1.04,1,3,9,
1110947,Villa on the fjord within Oslo,1347737,Kåre & Truls,,Nordstrand,59.84704,10.77923,Entire home/apt,3050,2,3,2014-09-07,0.03,3,320,0,
1125496,All quite in Oslo,882899,Helge,,Grünerløkka,59.92704,10.76943,Entire home/apt,1100,4,1,2013-07-07,0.01,1,346,0,
1134022,House & large garden - Central station 14 minutes,6220833,Ole,,Nordre Aker,59.94158,10.73148,Entire home/apt,3400,14,5,2015-07-02,0.05,1,272,1,
1226982,Most exciting area in Oslo (modern/new building),15921981,William,,St. Hanshaugen,59.91756,10.75312,Entire home/apt,851,2,184,2020-01-31,4.03,1,37,23,
1229105,"Paradise in Oslo, ideal for kids",4792671,Caroline & Christian,,Nordstrand,59.8787,10.7601,Entire home/apt,2000,3,8,2015-07-18,0.11,1,0,0,
1236006,"Etterstad, ten minutes by bus from Oslo centre",6738377,Liv,,Gamle Oslo,59.91133,10.79677,Entire home/apt,800,30,25,2021-08-31,0.29,1,0,1,
1239012,Central! Four streets behind The Royal Palace!,6751091,Rune,,Frogner,59.91559,10.71634,Entire home/apt,710,2,1,2021-07-31,0.48,2,61,1,
1239077,Central penthouse (loft) apartment w sunny terrace,6751091,Rune,,Frogner,59.91635,10.71693,Entire home/apt,1179,3,9,2021-08-16,0.28,2,353,1,
1250723,"Down town, by the central station",1616331,Anita,,Grünerløkka,59.91753,10.7548,Private room,486,1,486,2019-07-12,6.35,1,239,41,
1283780,Beautiful apartment in Grünerløkka,6480437,Gry,,Grünerløkka,59.92511,10.76058,Entire home/apt,750,2,46,2019-09-01,0.71,1,182,5,
1298743,Nice apartment with great location,7061919,Einar Espolin,,Frogner,59.92565,10.72785,Entire home/apt,770,5,68,2016-08-15,0.69,1,266,1,
1307404,"Spacious & central, superb kitchen!",7063146,Anja,,Gamle Oslo,59.91561,10.7741,Entire home/apt,1000,2,13,2015-05-23,0.13,1,283,0,
1310319,Stylish flat in the embassy area,7121844,Line K.,,Frogner,59.91987,10.70542,Private room,607,1,329,2019-10-21,3.36,2,345,31,
1340004,"Bright&Comfy, 60sqm, 1BR, private garden",7267318,Orjan,,Grünerløkka,59.9255,10.77064,Entire home/apt,700,30,9,2017-09-20,0.18,1,73,0,
1372955,Charming apartment at Løkka,43067,Anne Guro,,Grünerløkka,59.92163,10.76207,Entire home/apt,650,7,6,2019-02-18,0.11,1,213,0,
1376880,"Design apartment, hip Grunerløkka",1338510,Lene,,Grünerløkka,59.92752,10.76373,Entire home/apt,960,1,14,2019-06-30,0.37,1,28,0,
1437865,Welcome to our quiet Oslo retreat.,4370667,Henrik,,Nordstrand,59.8816,10.77761,Entire home/apt,964,3,57,2019-08-04,0.76,1,142,0,
1459050,Modern design Bislet flat w balcony,584177,Marcus,,St. Hanshaugen,59.92968,10.73441,Entire home/apt,697,2,32,2018-08-26,0.41,1,325,0,
1563639,Room in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91945,10.70101,Private room,355,30,129,2020-01-02,1.64,3,157,1,
1563805,3 rooms for rent in a lovely house!,8320006,Else,,Nordre Aker,59.9556,10.79159,Private room,355,7,30,2016-06-14,0.40,2,272,0,
1563835,Flat in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91924,10.70141,Entire home/apt,1725,30,11,2016-05-16,0.12,3,278,0,
1564771,Central modern exclusive apartment,8323874,Olaf Johan,,Grünerløkka,59.92878,10.75545,Entire home/apt,850,3,395,2020-01-12,4.55,1,0,5,
1574090,Glaced balcony-retreat,8366924,Solvor,,Stovner,59.96004,10.9333,Private room,355,1,50,2016-10-30,0.58,1,89,0,
1577654,Bright & beautiful in classy area,8385729,Liv,,Frogner,59.92084,10.70445,Entire home/apt,1200,4,117,2019-09-16,1.20,1,267,3,
1577810,Private room in Oslo,6989525,Vincent,,St. Hanshaugen,59.92498,10.74279,Private room,450,1,0,,,1,0,0,
1580805,Scandi family home / west Oslo,8408057,Annika,,Ullern,59.93037,10.68359,Entire home/apt,999,14,4,2019-07-13,0.08,1,0,0,
1603920,Spacious apartment in great neighborhood,3721616,Mona,,Sagene,59.93856,10.77486,Entire home/apt,990,7,3,2018-06-12,0.03,1,270,0,
1621186,Quiet surroundings & free parking.,8623497,May B,,Vestre Aker,59.94664,10.66241,Entire home/apt,990,4,41,2017-03-15,0.60,1,148,0,
1701229,Villa Mathildero to rent,8982596,Riikka,,Nordstrand,59.85262,10.78533,Entire home/apt,7000,2,2,2017-04-09,0.03,1,354,0,
1703190,"Modern,central in the heart of Oslo",8991467,Åsmund,,Grünerløkka,59.92687,10.75489,Entire home/apt,932,1,1,2015-06-04,0.01,1,0,0,
1713078,Large Room in the heart of Oslo!,5703901,John Richard And Hilde,,St. Hanshaugen,59.91995,10.7487,Private room,650,1,416,2020-02-12,4.46,2,0,0,
1733735,"Charming, bright & central with balconies",8608376,Trine,,Frogner,59.92404,10.72032,Entire home/apt,1854,2,65,2017-06-17,0.71,2,364,0,
1739398,colourful and creative apartement,9134148,Julie,,Sagene,59.94157,10.75227,Entire home/apt,800,2,1,2013-10-29,0.01,1,0,0,
1752709,"Central nice quiet room,  own balcony Majorstuen",8608376,Trine,,Frogner,59.92502,10.72247,Private room,682,2,39,2021-08-22,0.73,2,82,3,
1758800,Spacious room in central loft apt.,8367162,Rodney,,Gamle Oslo,59.90637,10.76852,Private room,622,1,106,2019-08-09,1.22,1,334,8,
1763046,Comfortable bed next to the forest!,9267185,Veronica,,Østensjø,59.86421,10.83606,Private room,500,2,6,2015-07-06,0.08,1,0,0,
1771222,Huge room * recommended * Vigeland Sculpture park,7121844,Line K.,,Frogner,59.91918,10.70273,Private room,600,1,215,2019-10-19,2.24,2,300,9,
1804364,Central flat on Grünerløkka,9201252,Ole-Gunnar,,Grünerløkka,59.92597,10.75071,Entire home/apt,1200,90,30,2018-08-21,0.33,1,90,0,
1808457,Cozy family friendly 4 rooms in quiet area in Oslo,7012964,Jo,,Gamle Oslo,59.90789,10.78413,Entire home/apt,1164,3,42,2019-08-26,0.56,1,0,0,
1836731,"Beautiful and cosy, central oslo",1221776,Rannveig & Johan,,Sagene,59.93516,10.75439,Entire home/apt,914,5,169,2020-01-07,2.02,2,256,6,
1846637,Flat in an old red wooden house,9646593,Britta & Caren,,Vestre Aker,59.95631,10.69316,Entire home/apt,964,2,68,2019-07-14,0.83,1,132,1,
1846977,Cosy loft in the heart of Oslo,9648187,Lia,,St. Hanshaugen,59.91603,10.75487,Private room,539,2,75,2019-02-04,0.83,1,241,0,
1878209,Opera Square Luxury Suite (Barcode),9519445,Christian,,Gamle Oslo,59.90778,10.75832,Entire home/apt,3000,60,1,2015-06-08,0.01,1,365,0,
1915723,"Comfortable, spacious and homely apartment!",9935417,Marit & Paul,,Gamle Oslo,59.91113,10.77541,Entire home/apt,700,2,42,2016-05-16,0.48,1,7,2,
1968234,New flat with a fantastic view,6343586,Bente,,Grünerløkka,59.93131,10.78785,Entire home/apt,950,3,72,2019-06-27,0.94,1,5,5,
1969573,Beautiful Upper Westside Apartment,1585650,Heidi,,Frogner,59.91955,10.70902,Entire home/apt,950,4,320,2019-09-03,3.59,1,285,4,
1999509,Cozy central - Grünerløkka,10300607,Trond Vika,,Grünerløkka,59.92662,10.75842,Private room,528,3,36,2019-07-01,0.59,2,317,1,
2021298,Families welcome!,10412406,Anne,,Søndre Nordstrand,59.83742,10.78894,Entire home/apt,1000,2,44,2018-06-14,0.59,1,0,5,
2085646,Big House LovelyGarden near City and Ekebergsletta,10650377,Annette,,Nordstrand,59.89195,10.79626,Entire home/apt,2000,7,2,2018-06-24,0.04,1,0,0,
2116261,Grünerløkka Large 1bd + balcony!,445495,Lars,,Grünerløkka,59.92729,10.7676,Entire home/apt,720,2,31,2016-09-04,0.36,1,0,0,
2134612,"Cosy, family-friendly, parks, Oslo",10892344,Nina,,Ullern,59.92692,10.68972,Entire home/apt,1116,4,20,2019-08-01,0.27,1,39,0,
2159310,"Lovely stay in central Oslo, perfect location",10976794,Yuan,,Frogner,59.91467,10.72523,Entire home/apt,800,14,4,2018-11-19,0.29,1,0,0,
2172737,Supercentral flat with a roof top,11084778,Siw,,Grünerløkka,59.91794,10.7553,Entire home/apt,822,3,83,2019-10-12,1.26,1,87,0,
2173440,Sjarmerende og klassisk leilighet,4268035,Kari,,St. Hanshaugen,59.92627,10.74896,Entire home/apt,1000,2,49,2019-06-19,0.56,1,39,1,
2175783,Central in Oslo with panoramic view,8985747,Kari-Anne & Inge,,St. Hanshaugen,59.9293,10.74879,Entire home/apt,650,2,198,2019-06-25,2.29,1,143,17,
2176374,Spacious stylish penthouse :),11100355,Ellen,,Sagene,59.92995,10.76108,Entire home/apt,1650,3,20,2019-08-27,0.22,2,96,0,
2205917,Central spacious 3 bed rooms best fjord view,10291807,Catherine,,Nordstrand,59.89076,10.77112,Entire home/apt,2200,4,49,2021-08-13,0.76,1,56,5,
2224541,Oslo. Studioleilighet med balkong.,11352405,Kari,,Frogner,59.92606,10.71246,Entire home/apt,820,2,50,2017-09-25,0.64,1,239,0,
2230300,Cosy and practical room in the middle of the city,11383927,Eirik,,Gamle Oslo,59.91162,10.76263,Private room,629,3,217,2019-10-28,4.41,1,77,6,
2304023,Funkis house in attractive area,1934991,Christoffer And Hanne,,Ullern,59.92239,10.63135,Entire home/apt,3246,6,8,2015-07-05,0.20,1,42,2,
2309225,Modern apartment with balcony.,11548568,Per,,Gamle Oslo,59.90885,10.79252,Shared room,300,3,152,2019-10-28,1.69,2,272,0,
2363382,Utsiktsleilighet,12071950,Wenche,,Ullern,59.92579,10.6909,Private room,500,1,30,2020-03-07,0.33,1,348,8,
2378906,Great location near beach and city,12152408,Ingeborg/Erik,,Frogner,59.90621,10.6915,Entire home/apt,1800,3,17,2018-06-30,0.19,1,0,0,
2398753,Double room in the heart of Oslo,1875826,David,,St. Hanshaugen,59.92557,10.74056,Private room,475,1,18,2020-02-13,0.63,2,314,0,
2444934,A Room with a View,375120,Stian,,Gamle Oslo,59.91308,10.77105,Private room,609,2,77,2018-06-04,0.89,2,22,0,
2455352,"Stunning, green view in urban location",375120,Stian,,Gamle Oslo,59.9129,10.77127,Entire home/apt,899,3,41,2015-09-12,0.45,2,2,2,
2481695,Comfy Olive Green Room- share kitchen/bathroom.,4428499,David,,Gamle Oslo,59.91627,10.76626,Private room,300,4,65,2019-09-22,1.75,2,292,5,
2485281,"Location, location, location!",3104494,Arvid,,St. Hanshaugen,59.921,10.74026,Private room,450,1,65,2019-09-23,0.73,1,94,0,
2506835,Centrally located in city center,12250025,Anne,,Sentrum,59.91807,10.72485,Entire home/apt,750,1,145,2020-07-29,2.05,1,0,9,
2514369,Central with magical view!,12870482,Iren,,Gamle Oslo,59.91011,10.77745,Entire home/apt,1121,2,54,2017-07-02,0.70,1,363,5,
2514774,Soulfull appartment close to nature,6574683,Elisabeth,,Nordre Aker,59.96339,10.79064,Private room,225,30,16,2015-09-14,0.18,2,0,0,
2557037,Hos Helle,13092018,Helle,,Gamle Oslo,59.91724,10.77388,Entire home/apt,800,4,6,2019-08-17,0.25,1,305,0,
2576252,"Big Factory Style Ap, 2 bedrooms and balcony",12836603,Line Iren,,Grünerløkka,59.93033,10.77979,Entire home/apt,849,4,115,2020-03-08,1.29,1,244,0,
2661705,Egen leilighet ved T-bane og skogen,13624948,Arne,,Østensjø,59.88561,10.84205,Entire home/apt,600,5,141,2019-06-17,2.17,1,177,0,
2693360,Cozy apartment on the very best Frogner.,13784197,Lise,,Frogner,59.9199,10.70987,Entire home/apt,1000,4,12,2018-01-01,0.23,1,10,0,
2697293,Nydelig 3-roms leilighet sentralt på Grunerløkka,13804855,Torgeir,,Grünerløkka,59.92373,10.76423,Entire home/apt,900,6,0,,,1,67,0,
2700498,Super central charming appartment,6106495,Cathrine,,Grünerløkka,59.92806,10.76376,Entire home/apt,550,3,23,2019-09-03,0.38,1,0,0,
2704007,Modern apartment with balcony.,11548568,Per,,Gamle Oslo,59.90502,10.79355,Private room,350,30,3,2019-10-09,0.12,2,0,0,
2736967,Appartment with seaview and beach,14003959,Guro,,Nordstrand,59.86827,10.77344,Entire home/apt,1261,3,78,2019-08-15,1.28,1,293,0,
2766437,Cozy house w. garden near the city,14149479,Camilla,,Nordstrand,59.88485,10.79804,Entire home/apt,1300,3,16,2019-08-04,0.18,1,0,0,
2788582,"Beautiful and central apartment, Oslo",11874820,Ana,,Grünerløkka,59.91693,10.76878,Private room,419,3,5,2018-02-16,0.09,2,0,0,
2789814,Spacious and charming house in central  Oslo,9927517,Ingvild,,Nordre Aker,59.94592,10.78458,Entire home/apt,1950,3,14,2019-08-08,0.93,1,66,4,
2796384,Large flat in central Fagerborg,5267962,Charlotte,,Frogner,59.92948,10.72434,Entire home/apt,1300,4,0,,,1,0,0,
2822802,Private Room in Large Central Apartment,11736160,Ajey,,Frogner,59.92955,10.72232,Private room,725,300,24,2015-04-11,0.28,1,180,0,
2851475,Cosy appartement with balcony :),5344885,Renate,,Alna,59.91939,10.85467,Entire home/apt,620,350,53,2016-07-26,0.66,1,364,0,
2854114,Central with sunny balcony in Oslo!,14591405,Masa,,Gamle Oslo,59.9172,10.79498,Entire home/apt,800,2,37,2014-05-29,0.41,1,106,8,
2855338,Penthouse - private roof terrace,8320221,Elisabeth,,Marka,59.95127,10.81797,Entire home/apt,1100,3,29,2019-07-16,0.37,1,208,2,
2881012,Grunerløkka loft / rooftop sundeck,14220197,Dorthe,,Grünerløkka,59.92292,10.76242,Entire home/apt,1065,4,63,2019-04-19,0.74,1,62,1,
2890760,Perfect for experiencing Oslo,14774456,Ola,,Grünerløkka,59.9301,10.79174,Entire home/apt,600,7,3,2021-07-18,0.03,1,0,1,
2890878,"Charming, central, and big garden",10276974,Linda,,Grünerløkka,59.92183,10.78943,Entire home/apt,2100,4,20,2018-06-29,0.24,1,61,0,
2914460,Classical Scandinavian apartment,13747814,David,,Grünerløkka,59.92592,10.75716,Entire home/apt,1128,5,16,2017-06-05,0.24,1,0,2,
2916490,"Big, airy loft in central east Oslo",14871780,Silje Førland,,Gamle Oslo,59.91497,10.76953,Entire home/apt,1750,4,12,2017-07-15,0.17,1,265,0,
2918876,Cosy room in the city center,14905948,Pom & Tom,,St. Hanshaugen,59.92731,10.74494,Private room,350,1,138,2021-04-08,1.77,2,281,15,
2976387,Nordberg - separate apartment,8330293,Ingunn,,Nordre Aker,59.9599,10.73695,Entire home/apt,500,1,12,2019-05-07,0.16,1,130,0,
2979437,Chic Apartment in the City Center,14905948,Pom & Tom,,St. Hanshaugen,59.92676,10.74603,Private room,425,1,283,2020-04-09,3.26,2,298,5,
3000473,Nice and charming apartment on top of Oslo,6965896,Veronika,,Bjerke,59.95006,10.82829,Entire home/apt,950,5,14,2019-08-13,0.16,1,0,0,
3014486,"Lovely, large and well equipped apartment.",15362594,Lene,,Grünerløkka,59.92609,10.76228,Entire home/apt,743,2,60,2019-08-08,1.23,1,3,7,
3015126,"Bygdøy Bed & Breakfast, 40m2",15365875,Jo,,Frogner,59.90832,10.69171,Entire home/apt,1000,2,230,2020-01-03,2.73,2,324,20,
3015165,"Bygdøy Bed & Breakfast, studio 30m2",15365875,Jo,,Frogner,59.90633,10.69102,Entire home/apt,850,2,138,2019-10-14,1.63,2,335,17,
3022724,Large Room in the heart of Oslo,7907292,Dana,,Frogner,59.92022,10.71065,Private room,469,2,42,2019-08-25,0.67,1,346,0,
3023982,Classic one bedroom apartment near Vigelandspark,15408813,Ester,,Frogner,59.91932,10.71947,Entire home/apt,795,3,0,,,1,362,0,
3065810,1 bedr./ 2 pers. flat new in 2012.,15602959,Steffen,,Grünerløkka,59.92516,10.76138,Entire home/apt,708,2,139,2018-09-23,1.77,1,0,0,
3078404,Summer Oslo by the Torshov park!,15666457,Hilmar Bergendahl,,Sagene,59.93532,10.76912,Entire home/apt,1050,7,5,2018-07-29,0.07,1,263,0,
3081415,"""My home in the forest""",15679853,Petra,,Østensjø,59.88038,10.84886,Entire home/apt,497,1,19,2021-08-06,0.80,1,41,11,
3107597,Central apt. with fantastic view!,8721301,Hanne,,Sagene,59.93992,10.77802,Private room,420,2,299,2019-09-20,3.48,1,310,12,
3156794,Family-friendly house,4282819,Steinar,,Vestre Aker,59.95242,10.65936,Entire home/apt,2200,4,0,,,1,206,0,
3159263,Sentral og fin 2roms med balkong,7506084,Mari,,Sagene,59.93485,10.75281,Entire home/apt,550,14,42,2019-05-05,0.54,1,1,1,
3187928,"Great location,balcony,near beach!",16162346,Rebecca,,Ullern,59.92081,10.64176,Entire home/apt,1743,3,10,2014-09-01,0.25,1,364,0,
3189875,Relaxing spot in Oslo,16008803,Astrid,,Sagene,59.93847,10.75718,Private room,349,2,7,2015-08-13,0.37,1,214,0,
3206202,Perfect basecamp-loft in Oslo!,16245123,Rakel Helen,,Frogner,59.91847,10.70064,Entire home/apt,599,7,32,2019-08-29,0.43,1,0,1,
3212802,"Room with a view by the Medieval park, Oslo",16275571,Line,,Gamle Oslo,59.9052,10.76698,Private room,400,2,30,2020-10-19,0.79,2,297,1,
3223260,"Family-friendly , central and idyllic apartment.",16320342,Øystein & Eirin,,Nordre Aker,59.95133,10.78543,Entire home/apt,2000,5,71,2019-07-08,0.94,1,0,1,
3226258,Bright apartment w/balcony in quiet street,16330845,Kaja,,Sagene,59.93348,10.77077,Entire home/apt,943,2,37,2019-10-28,0.60,1,319,0,
3229555,"Best location in Oslo, galleries, by the sea, pubs",16345196,Rina,,Frogner,59.91452,10.72368,Entire home/apt,1400,3,16,2019-07-18,0.18,3,42,1,
3242211,Calm and Beautiful Aparment in City,5377617,Stian,,Frogner,59.93264,10.71475,Entire home/apt,950,2,0,,,2,326,0,
3259993,SuperCentral-Quiet-Bright-Clean-WIFI,3162475,Merete,,Gamle Oslo,59.91501,10.76415,Private room,685,1,123,2019-08-25,1.67,2,1,0,
3266322,"Close to BI: Modern apt in Nydalen, 100m to bus",2917150,Ann,,Nordre Aker,59.94782,10.75841,Entire home/apt,657,2,10,2018-08-28,0.11,1,14,0,
3268873,"",10497165,Kristin,,Frogner,59.91243,10.72537,Entire home/apt,2000,7,0,,,1,0,0,
3271322,Central and classic apartment Oslo,16540858,Simen,,Frogner,59.91278,10.72171,Entire home/apt,2457,1,9,2015-05-25,0.10,2,87,0,
3280255,Bedroom in central Oslo,16540858,Simen,,Frogner,59.911,10.72172,Private room,479,1,7,2014-09-05,0.08,2,250,0,
3286772,"Townhouse 127 sqm, garden + parking",16609716,Pia,,Gamle Oslo,59.91807,10.80051,Entire home/apt,1158,3,2,2014-08-24,0.04,1,237,0,
3287628,Unique seafront property in Oslo,1347737,Kåre & Truls,,Nordstrand,59.84747,10.77922,Entire home/apt,1990,1,298,2020-10-16,3.75,3,318,21,
3288873,Norwegian wood,3541578,Moa Johanne,,Frogner,59.92666,10.72292,Entire home/apt,700,10,34,2015-03-25,0.38,1,70,0,
3299498,Big rooftop terrace at best Grunerløkka.,2116498,Runa,,Grünerløkka,59.92804,10.75727,Entire home/apt,1086,2,55,2019-08-22,0.83,1,1,11,
3318545,Sjarmerende 4-roms i pittoresk gate,16754596,Marte,,Gamle Oslo,59.90722,10.78764,Entire home/apt,1250,3,1,2018-10-15,0.03,2,2,0,
3322677,City center of  Oslo- Apt 2 bedroom Apt,1386261,Gangadai,,Gamle Oslo,59.91178,10.75989,Entire home/apt,1130,1,86,2019-09-22,1.15,3,246,0,
3322696,"Rekkehus, 11 min to Oslo Central Station",1386261,Gangadai,,Søndre Nordstrand,59.83946,10.79355,Entire home/apt,1015,7,3,2017-08-23,0.06,3,0,0,
3352265,Majorstuen nice and central apartment,8141989,Nicolas,,Frogner,59.92893,10.71945,Entire home/apt,361,1,45,2019-09-19,1.74,1,25,28,
3371341,Spacious flat with lovely backyard,351777770,Øyvind Stople,,Sagene,59.93976,10.77573,Entire home/apt,1000,3,13,2021-07-22,0.17,1,0,9,
3392396,"Central, view, balcony, native area",8547141,Hege,,Nordstrand,59.90158,10.80331,Private room,500,2,224,2018-08-26,2.75,1,28,0,
3392847,"Quiet, Modern and Spacious Villa. 
4 bedrooms.",17116757,Ragnhild,,Nordstrand,59.88214,10.8044,Entire home/apt,1500,3,13,2019-08-09,0.20,1,89,1,
3428698,House - 3 bedrooms with garden,17281766,Tatiana,,Nordstrand,59.87063,10.78693,Entire home/apt,1100,2,34,2018-08-24,0.54,2,0,6,
3429855,Design apartment at St Hanshaugen,7376468,Hanne,,St. Hanshaugen,59.92632,10.73628,Entire home/apt,2500,2,40,2019-12-07,1.44,1,363,1,
3451649,Room in central and cosy Apartment,2658951,Magne,,Gamle Oslo,59.90852,10.77625,Private room,450,3,7,2019-01-12,0.24,1,335,1,
3509575,Great view apt. Holmenkollen/Oslo,17670528,Kristian Rosander,,Vestre Aker,59.95491,10.67228,Entire home/apt,1522,1,0,,,1,0,0,
3509608,Quiet place - free parking,8318052,Are,,Vestre Aker,59.94263,10.64666,Entire home/apt,2630,25,2,2014-08-06,0.02,1,0,0,
3516524,Design apt. in Oslo's best area!,16623108,Karina,,Frogner,59.92684,10.72513,Entire home/apt,2157,5,61,2020-02-05,0.90,1,87,0,
3525169,"Central, Modern and Airy apartment in quiet area",2170005,Erik,,St. Hanshaugen,59.93023,10.74499,Private room,400,1,3,2019-10-22,0.12,1,0,0,
