listing_id,date
301719,2013-08-17
301719,2013-09-03
301719,2013-09-14
301719,2013-10-03
301719,2013-11-14
301719,2014-01-18
301719,2014-05-12
301719,2014-06-16
301719,2015-03-08
301719,2015-03-18
301719,2015-07-13
301719,2015-10-10
301719,2016-01-25
301719,2016-02-04
301719,2016-05-01
301719,2016-05-03
301719,2016-05-07
301719,2016-06-02
301719,2016-06-03
301719,2016-06-04
301719,2016-06-21
301719,2016-06-23
301719,2016-06-25
301719,2016-07-31
301719,2016-08-07
301719,2016-08-18
301719,2016-10-30
301719,2016-12-24
301719,2017-08-01
301719,2018-05-07
386879,2012-04-05
386879,2012-04-09
386879,2012-04-15
386879,2012-04-23
386879,2012-05-02
386879,2012-05-10
386879,2012-05-15
386879,2012-05-17
386879,2012-05-20
386879,2012-05-21
386879,2012-05-23
386879,2012-05-27
386879,2012-05-29
386879,2012-06-11
386879,2012-06-15
386879,2012-06-20
386879,2012-06-26
386879,2012-06-29
386879,2012-07-03
386879,2012-07-17
386879,2012-07-23
386879,2012-08-07
386879,2012-08-10
386879,2012-08-14
386879,2012-08-27
386879,2012-09-08
386879,2012-09-11
386879,2016-11-16
386879,2016-11-19
386879,2016-11-27
386879,2016-12-09
386879,2017-01-03
386879,2017-01-29
386879,2017-05-08
386879,2017-06-04
386879,2017-06-06
386879,2017-06-11
386879,2017-06-16
386879,2017-06-22
386879,2017-07-11
386879,2017-07-16
386879,2017-11-19
386879,2018-01-01
386879,2018-01-10
386879,2018-03-15
386879,2018-12-01
386879,2018-12-15
397657,2015-07-20
397657,2015-07-28
397657,2015-10-28
397657,2016-09-27
397657,2017-10-01
397657,2017-12-01
397657,2017-12-29
397657,2018-01-02
397657,2018-06-10
397657,2018-06-10
397657,2018-07-13
397657,2018-07-15
397657,2018-07-21
397657,2018-07-25
397657,2018-08-02
397657,2019-08-19
397657,2019-09-02
397657,2019-10-27
405953,2017-07-23
405953,2017-12-31
405953,2018-02-23
405953,2018-05-28
405953,2018-07-15
405953,2018-07-31
405953,2018-12-31
405953,2019-07-31
413431,2012-05-08
413431,2012-07-24
413431,2012-08-01
413431,2013-05-20
413431,2013-07-05
413431,2013-07-13
500008,2012-08-05
500008,2012-08-25
500008,2012-09-23
500008,2012-11-08
500008,2013-04-25
500008,2013-05-22
500008,2013-05-29
500008,2013-06-08
500008,2013-06-12
500008,2013-06-24
500008,2013-08-02
500008,2013-08-09
500008,2013-08-18
500008,2013-08-26
500008,2013-09-13
500008,2013-11-04
500008,2013-12-31
500008,2014-01-12
